text,style 
" Например, в
 романе Стэндиша О’Грэйди «Королева мира» (1900) Великобритания XXI века захвачена
 китайцами, а королева убита.  Мэтью Шил выпустил два романа — «Жёлтая угроза» (1898) и
 «Жёлтая волна» (1905), — в которых китайцы и японцы объединяются и уничтожают белое
 меньшинство.  Причиной поражения белой расы называется «недостаток силы, любовь к
 нездоровой еде, стрессы, стремление к удовольствиям, любовь к быстрому движению, и т.",2
" д. » В
 сущности, в любом из этих романов победа «нашей» расы предполагала утопию, а её
 поражение — дистопию. 
 К 1870-м годам на Западе термин «социализм» приобрёл ярко выраженную негативную окраску в
 связи с созданием радикальных организаций и пропагандой коллективизма.",2
" При этом в массовом
 сознании разные формы социализма, социал-демократии и анархизма смешивались с социальным
 дарвинизмом и евгеникой, давая возможность писателям создавать крайне мрачные миры. 
 Парижская коммуна также заставляла вспоминать о якобинском терроре.",2
" В 1880-е годы вышли
 романы «Кошмар радикализма, или Англия сорок лет спустя» (1885) и «Социалистическая
 революция 1888 года» (1884).  В них описывается полное разложение государства, усиление
 бедности, исчезновение свободы слова и тотальный контроль со стороны полиции.  В «Острове
 анархии» 1887 года английские анархисты и социалисты загнаны на некий остров Мелиора, куда
 переезжают также ирландцы, русские и немцы.  Результатом создания анархического общества
 становится тотальная резня, которую останавливает только новый общественный договор.  Были и
 ещё более радикальные сюжеты, вплоть до возврата к феодализму или захвата Британских
 островов Германией.",2
"
 После провала русской революции 1905 года в свет вышло довольно много антиутопических
 романов.  Будущий социализм описывался как безжалостная тирания.  В романе Хораса Ньюта
 1906 года «Зверь-владыка, или Истинное повествование о безжалостной тирании, установленной
 социализмом британскому народу (1888—2020)» государство ослаблено до того, что не способно
 противостоять немецкому вторжению.",2
" В 2020 году рынок труда полностью контролируется
 государством, а паёк получают только те рабочие, которые исполняют конкретное задание.  Семья
 уничтожена, потому что она «воспитывает эгоистические мотивы».  Чиновники говорят на кокни
 и образуют всемогущий бюрократический орден, который совершенно равнодушен к просьбам
 простых людей.  Женщины добились полного равноправия, и теперь господствует свободная
 любовь, а сами они «наряжаются, как проститутки».  При этом никакой реальной свободы не
 существует, и подавляющее большинство людей живут как автоматы, не имея ни надежды, ни
 интереса к жизни.",2
" Единственным средством разрядки служат редкие оргии.  Роман заканчивается
 вторжением в Британию чернокожих рас, а повествователь, который пишет манифест против
 системы, бежит во Францию.  Вообще мотив захваченной Британии перед Первой мировой
 войной встречался у представителей жанра всё чаще.  Подобные мотивы проявились даже в
 творчестве позднего Жюля Верна.",2
" В романе 1909 года «Кораблекрушение „Джонатана“» группа
 реформаторов оказалась бессильна перед лицом толпы, представители которой поддаются
 любому безумию и готовы бездумно исполнять всё, что им прикажут. 
 Большевистская революция также привела к созданию ряда апокалиптических романов.  В
 «Анимуне» (Anymoon, 1919) Хораса Бликли Британское содружество выращивает детей в
 инкубаторах, причём у них другая пища и режим жизни, чем у детей рабочих, родившихся
 естественным путём.  Однако евгеническую утопию свергает система советского типа, которая
 делает бесправными всех, кроме рабочих.  В том же 1919 году вышла сатира Джона Курноса
 Вопрос о социализме
 Эдвард Беллами (фото 1890 года)
 «Лондон при большевиках».",2
" Согласно её сюжету, в Англии создано Временное правительство во
 главе с Рамсеем Макдональдом, которого свергли Макленин и Троцман.  Первое, что они
 сделали — посадили в тюрьму Герберта Уэллса и приступили к зачистке «буржуев».  В книге
 Эмерсона Хэмбрука «Красное завтра» (1920), марксистская революция в Англии произошла в
 1948 году после очередной войны с Германией.",2
" Создана Красная армия из евреев и немцев,
 которые безжалостно грабят англичан.  Рассказчик бежит в Ирландию, чтобы дождаться лучших
 времён.  Практически во всех многочисленных представителях жанра отстаивалась единственная
 мысль: простой сменой правительства никогда не получится достигнуть идеала свободы,
 равенства и братства.  Более того, в результате революции к власти придут наиболее хищные и
 невежественные из тиранов, которые хотят безграничной власти, а беднейшие низы общества
 хотят только одного — ограбить богатых.",2
"
 Индустриализация и развитие капитализма в США
 сопровождались рядом экономических кризисов, которые
 повторялись циклически.  С 1870 по 1898 год в США
 произошло шесть таких кризисов.  Они подпитывали
 конфликт между трудом и капиталом и ненависть к
 финансовой олигархии.",2
" Другими источниками конфликтов
 были рост иммиграции, а также расовые проблемы, которые
 усугублялись идеологией социального дарвинизма. 
 Параллельно в США существовало множество утопических
 коммун, но к концу XIX века они показали свою
 несостоятельность.  Собственно, первая опубликованная в
 США утопия (Джон Литгоу, «Равенство: История Литконии»,
 1802 год) ныне может быть прочитана как антиутопия,
 поскольку в описанной коммуне труд является обязательным,
 а потребление строго нормируется (жилища у всех
 одинаковы, а одежда распределяется раз в году). 
 Выпускалось множество текстов, в которых критиковались
 как эгалитарные коммуны, так и демократия и федерализм. 
 Появлялись и откровенно апокалиптические тексты.",2
" В 1847 году — за год до «Манифеста
 Коммунистической партии» Маркса и Энгельса и через три года после «Нового морального
 мира» Оуэна — Джеймс Фенимор Купер опубликовал роман «Кратер, или вулканический пик». 
 Это была явная сатира по адресу американской демократии того времени, облечённая в
 традиционную форму робинзонады.",2
" В 1889 году вышел «Последний американец» Дж. 
 Митчелла, в котором Америка в 2951 году гибнет от изменения климата, совпавшего с кровавой
 революцией бедных. 
 Идеологию романа Беллами «Взгляд назад» Г.",2
" Клэйс возводил к сенсимонизму, и это была первая
 полноценная индустриальная утопия.  Однако, уже в 1960-е годы Льюис Мамфорд в «Мифе
 машины» указывал, что идеал промышленной армии Беллами гораздо ближе к националсоциализму или советской командно-административной системе, чем к обществу всеобщего
 счастья.  Критическая реакция на Беллами ощущалась более полувека и отличалась
 исключительным многообразием; только в США было опубликовано более 150 продолжений
 знаменитого романа.  По классификации Лаймена Сарджента, как минимум 60 из них относились
 Проблема «сытого капитализма»: Беллами и его противники
 к жанру антиутопии, развивая негативные стороны мира Беллами — его регламентацию,
 монополизацию производства финансовой плутократией, и так далее.  Впрочем, большинство
 критиков Беллами утверждали, что его систему погубит революция, носителями идеи которой
 являются иммигранты.",2
" В 1891 году немецкий писатель Конрад Вильбрандт опубликовал
 «Приключения мистера Иста в мире Беллами в 2001 и 2002 годах», переведённые и на
 английский язык.  Он обратил внимание, что в системе Беллами дети отняты государством у
 родителей, а также существует жесточайшее принуждение при распределении на работу,
 поскольку никто не захочет добровольно работать фермером или шахтёром.",2
" Ранее, в 1890 году,
 бескомпромиссный ответ на утопию Беллами представил известный политик-популист Игнатиус
 Доннелли, который выпустил антиутопический роман «Колонна Цезаря» (1890), действие
 которого относилось к 1988 году.  Повествование ведёт швейцарец-овцевод, иммигрировавший в
 США и стремящийся обойти монопольную систему.",2
" Доннелли использовал также антисемитские
 мотивы: власть в новом мире захватили евреи-олигархи, которые мстят за вековое преследование
 своего народа.  В ответ создаётся анархическое «Братство разрушения», готовящее революцию. 
 Мир Нью-Йорка описан как высокотехнологический, но в нём 70 % населения являются попросту
 лишними и выброшены на обочину жизни.  Не случайно, что описаны общедоступные заведения
 для эвтаназии, где любой может легко и безболезненно покончить с собой. 
 В 1893 году вышел роман британского писателя Джорджа Гриффита «Ангел разрушения»,
 имеющий явно антироссийскую направленность.",2
" Русские в результате грандиозной войны
 захватывают всю Европу, им противостоит террористическое «Братство свободы».  Братство
 вовлекает в мировую войну все ресурсы США, и в результате капитализм рушится, президент и
 олигархи отправлены под суд, а их имущество конфисковано.",2
" Россия также проигрывает войну, а
 её царь Николай приговорён к сибирской ссылке (действие происходит в 1904—1905 годах). 
 Армии ликвидированы, и всем миром начинает править англосаксонская федерация, которая
 вводит государственную собственность на землю и прогрессивный налог. 
 Тему бесчеловечных вариантов развития капитализма показал Джек Лондон в романе 1907 года
 «Железная пята», который зачастую рассматривается как первая подлинная дистопия в
 американской литературе и источник для оруэлловского «1984».  По сюжету, в 1912—1932 годах в
 США прошли грандиозные восстания рабочих, после подавления которых установлена
 жесточайшая олигархическая тирания.",2
" Социализм был представлен автором как возвращение к
 изначальному христианскому учению, причём рабочих поддерживают мелкие предприниматели,
 массово разоряющиеся в результате наступления трестов.  Иными словами, главный пафос
 антиутопии Лондона сводится к беспощадному подавлению свободного труда капиталом.",2
" В
 1909 году вышла в свет повесть «Машина останавливается» Э.  Форстера, по замечанию Г.  Клэйса,
 значительно более актуальная ныне — «в век смартфонов и предпочтения видеочатов личному
 общению».  В мире Форстера технологический прогресс достиг своего завершения: поверхность
 Земли стерильна, а население обитает в подземных городах, имея возможность добраться по
 пневматической трубе или дирижаблем в любое место в самый короткий срок.  Любые
 человеческие потребности удовлетворяются простым нажатием кнопки, даже медицина
 полностью автоматизирована.",2
" Всем обществом управляет великая Машина, осуществляющая
 круглосуточный контроль за каждым.  Брак строго регламентирован, младенцев после рождения
 осматривают, но самых сильных и здоровых уничтожают как непригодных к существованию в
 мире Машины, дети воспитываются в государственных учреждениях, где им прививается
 социофобия.",2
" Общительность, душевная близость и привязанность почти исчезли.  В дальнейшем
 эти мотивы получили развитие в творчестве Олдоса Хаксли.  Томас Мойлан также полагал,
 что «Машина останавливается» — это один из первых текстов, автор которого сознательно
 сосредотачивался на ужасах будущего, а не на возможных аспектах искупления, которое оно
 несёт.  Тем не менее его мировоззрение основывалось на романтическом гуманизме. 
 Айн Рэнд считается представительницей наиболее радикальной либертарианской идеологии.",2
" Её
 первая серьёзная повесть «Гимн», написанная в 1938 году, иногда именуется одной из первых
 американских литературных антиутопий, с чем не соглашается Г.  Клэйс.  При этом содержательно
 повесть перекликается с утопией Замятина, но «лишена его тонкости».",2
" В ней описано общество
 радикального равенства, где все жители именуются лозунгами с прибавлением числового
 индекса (главный герой именуется «Равенство 7-2521»), и образуют «Мы — единое, неделимое и
 вечное».  При этом, например, жителям внушается, что Земля плоская, а Солнце обращается
 вокруг неё.  Семьи нет, половое общение допускается только с евгеническими целями по отбору
 специального Совета.  Детей с пяти лет воспитывает государство, занятость гарантирована тем же
 государством, но при этом главного героя, чтобы «вытравить из него дух противоречия»,
 назначают дворником.  После работы принудительно устраиваются встречи общественности и
 псевдорелигиозные бдения, на которых восхваляются братство, равенство и коллективизм.",2
" Им
 открыто противопоставляется разумный эгоизм и сотрудничество, основанное исключительно на
 частных интересах.  В дальнейшем эта линия будет углубляться в «Источнике» и «Атланте»;
 идеологию Айн Рэнд Г.  Клэйс признавал «достойной Штирнера». 
 В 1920 году, за год до создания НСДАП, выходит роман американца Майлоу Хастингса «Город
 вечной ночи», где в Германии, замкнувшейся в подземном городе под Берлином, устанавливается
 «нацистская утопия», населённая расами генетически выведенных сверхлюдей и их рабов.",2
"
 Антифашистский характер носят книги «Самовластие мистера Парэма» Герберта Уэллса (1930),
 «Война с саламандрами» Карела Чапека (1936).  Приход к власти Гитлера в 1933 году привёл к
 появлению большого числа романов, в которых описывались опасности национал-социализма.",2
" В
 романе 1934 года Луи Аарона Ройтмейстера «Если наступит завтра» особое место посвящено
 еврейским погромам в Европе, программам стерилизации и уничтожения умалишённых и прочих
 «дегенератов».  По форме это сатира, в которой земные реалии наблюдает пришелец с некой
 планеты Джелабар, на которой нет писаных законов и любых форм принуждения, поскольку
 правительство — это форма самоконтроля граждан.",2
" В 1935 году Синклер Льюис выпустил
 роман «У нас это невозможно», где описал фашистскую революцию, которую устроил в США
 сенатор-популист, создавший свою частную армию — явный намёк на Хьюи Лонга.  В романе
 также высмеивались обычные для Америки того времени антисемитизм, ненависть к
 профсоюзам, «красная угроза», воинствующий евангелизм и прочее.  Программа фашистов
 включала национализацию финансов, транспорта, коммунального хозяйства и месторождений, а
 также ограничение богатства и лишение негров всех прав, включая право на образование.",2
"
 Женщинам запрещено работать, они должны быть домохозяйками, а социалисты и коммунисты
 От либертарианства к критике фашизма
 подлежат аресту.  Закрыты все партии, кроме правящей, зажглись книжные костры и открылись
 концлагеря.  Свержение диктатора и всеобщее восстание, поднятое либералами во время войны с
 Мексикой, лишь приводят к распаду страны. 
 Кэтрин Бурдекин в 1938 году выпустила роман «Ночь свастики» — по Г.  Клэйсу, самое
 значительное антинацистское произведение в английской литературе, в котором обозначился и
 феминистский поворот в западной культуре.",2
" Действие новеллы разворачивается в 2633 году.  В
 это время Гитлеру поклоняются как высшему арийскому божеству.",2
" Хотя среди главных героев
 романа нет женщин, один из главных мотивов романа — это преследование женщин в Германии
 будущего.  Нацистов Кэтрин описывает как гомосексуалов и женоненавистников.",2
" В мире
 антиутопии христианство ослаблено и доведено до примитивного состояния, евреи уничтожены,
 а женщины лишены всех прав, вынуждены бриться наголо и носить одинаковую бурую
 униформу.  В книге сказано, что нацистская Германия и Японская империя выиграли
 Двадцатилетнюю войну и установили контроль над миром.  Вместе с тем, роман содержит
 известный элемент оптимизма: нацизм настолько плох, что этот режим не сможет долго
 просуществовать. 
 В 1940 году, после переезда в Великобританию, Артур Кестлер опубликовал роман «Слепящая
 тьма», откровенно направленный против сталинизма, хотя Гитлер здесь тоже упоминается.  В
 основе своей — это документальный роман, основанный на личном опыте автора и рассказах его
 коллег в годы «Большого террора».",2
" Критики считают главной удачей Кестлера исследование
 психологии тоталитарного строя, в котором паранойя настолько глубоко пронизывает психику и
 вызывает такое отчаяние, что главный герой — старый большевик Николай Рубашов (его образ
 совмещает Радека и Бухарина) — сам мечтает об аресте.  Очень высоко этот роман оценил
 Джордж Оруэлл, и этот текст также является одним из ключевых источников «1984».",2
" Именно из
 «Слепящей тьмы» прямо заимствован тезис о переписывании истории путём замены в
 книгохранилищах экземпляров старых газет. 
 Как антиутопия «О дивный новый мир» Олдоса Хаксли, чьё первое издание вышло в 1932 году,
 оказался вторым эталонным представителем жанра после «1984» Оруэлла.  Джордж Вудкок в
 биографии Хаксли утверждал, что этот роман обозначил переход от его ранних сатир к
 позднейшему дидактизму в творчестве.",2
" Сложность романа привела к тому, что критики не могут
 согласовать между собой объект Хаксли: высказывались мнения о том, что атаке подверглись
 прогресс в целом, США и современная культура, а также «Современная Утопия» Уэллса и
 поклонение всемогущей науке.  Сам Хаксли утверждал, что вдохновлялся творчеством Свифта, а в одном частном письме упоминал и об утопии
 Уэллса, называя её «ужасной».  В результате Кришан Кумар
 доказывал, что «Дивный новый мир» последовательно
 направлен против сциентизма и вообще является
 «сильнейшей из когда-либо написанных диатриб против
 научного мировоззрения».  Действительно, Хаксли
 предупреждает об опасностях не насильственного
 тоталитаризма, но доведённого до абсолюта массового
 общества потребления.",2
" Здесь ликвидированы и табуированы
 такие понятия, как семья и любовь, детей, изначально
 разделённых на касты, выращивают искусственно с
 использованием достижений генной инженерии и
 клонирования, культивируется ничем не ограниченная
 свобода сексуальных связей, а все психологические
 проблемы решаются с помощью лёгкого наркотика под
 названием «сома».  Летоисчисление в «дивном новом мире»
 ведётся с момента, когда Генри Форд (создатель массового
 производства) представил модель T.  Всё перечисленное
 беспокоило Хаксли до конца его творческой и физической
 жизни.",2
" Более всего он опасался вмешательства человеческой
 науки в механизмы эволюции человека.  Однако сочетание утопии и антиутопии в его романе
 настолько тонко и сложно, что критики и по сей день не могут однозначно классифицировать
 текст «Нового мира».  В частности, идея кастового деления и небольшого числа «Контролёров»,
 несомненно, связана с платоновским «Государством».",2
" В другом месте Хаксли упоминал, что
 намеревался написать ответ роману Уэллса «Люди как боги», но замысел быстро перерос
 первоначальный. 
 Хаксли как писателя чрезвычайно беспокоило, что в мире победившей машинной цивилизации
 рабство становится привлекательнее, чем когда-либо, из-за страха перед будущим и желания
 стабильности для «маленького человека».  Переиздавая роман в 1946 году, Хаксли писал в
 предисловии, что мечтает о мире, в котором наука и техника служат человеку, а не порабощают
 его.  Поэтому наилучшим общественным идеалом является мютюэлизм Кропоткина или
 социальный реализм Генри Джеймса.  Эту линию Хаксли продолжил в книге «Обезьяна и
 сущность» (1949), посвящённой страхам перед неконтролируемым развитием науки.",2
" В 1958 году
 Хаксли выпустил публицистический трактат «Возвращение в дивный новый мир», в котором
 писал, что планета стремительно движется к описанному им состоянию.  Особенно писателя
 беспокоили неконтролируемый рост населения, распространение наркотиков и, как следствие,
 возможность успешного использования технологии контроля над сознанием.",2
" Напротив,
 человеческое стремление к свободе явно шло на убыль, чему активно способствовали средства
 массовой информации.  Свобода информации для Хаксли стала главным методом
 противодействия массовым манипуляциям и всеобщему потребительству.  Отныне демократия для
 него противопоставлялась капиталистическому гедонизму.  В 1962 году Олдос Хаксли
 опубликовал роман «Остров», который критиками был воспринят как утопия, основанная на
 буддизме.",2
" Автор утверждал, что написал «топию», то есть историю о реальном месте и времени. 
 Хаксли не скрывал, что его очень привлекала коммуна «Онайда» и вдохновляла идея о
 небольших децентрализованных сообществах интеллектуалов или верующих, способных
 сконструировать приемлемую модель будущего.  Несмотря на все эти декларации, Теодор
 Адорно в 1955 году рассматривал роман Хаксли как закономерное проявление культуры
 капитализма, тогда как левый критик Филипп Рав отмечал, что Хаксли так и не удалось решить
 (даже для самого себя), сможет ли общество исцелиться или самоуничтожиться. 
 Грегори Клэйс во всём массиве антиутопических текстов, созданных после 16 июля 1945 года
 (испытаний первой атомной бомбы в Аламогордо), выделял пять магистральных тем.  Во-первых,
 ядерный апокалипсис; во-вторых, вырождение окружающей среды; в-третьих, подчинение людей
 машинам и размывание границ между искусственным интеллектом и человеческим; в-четвёртых,
 разложение либерализма и гуманизма в условиях общества потребления, и, наконец, в-пятых —
 гибридные войны и разгул терроризма.",2
" В тот же период в утопической литературе это
 уравновешивалось перспективами освоения космоса, развитием робототехники, электроники,
 медицины и генетики, однако негативные тенденции в конце XX века явно доминировали.  При
 этом количество антиутопических текстов настолько велико, что их анализ и классификация, как
 минимум, затруднительны.  Г.  Клэйс по ряду параметров выделял около 70 важнейших текстов,
 изданных между 1945—2015 годами, которые в достаточной степени репрезентировали жанр.",2
"
 В критической литературе США считается, что «Уолден Второй» Б.  Скиннера, опубликованный в
 1948 году, являлся в утопическом жанре вторым по оказанному влиянию на общественное
 сознание после «Взгляда назад» Беллами.",2
" Роман Скиннера явно намекал на «Уолдена» Генри
 Торо, и описывал не глобальное сообщество, а небольшую общину — порядка 1000 человек, —
 «живущих хорошей жизнью».  Лаймен Сарджент отметил, что главной проблемой в
 классификации этого текста является то, что он был написан классиком бихевиоризма и
 рассматривал людей как своего рода лабораторных животных — реализуется модель управления
 поведением.",2
"
 Битва при Платеях — одно из
 крупнейших сухопутных сражений греко-персидских войн, состоявшееся в 479 году
 до н.  э.  на склонах горы Китерон рядом с
 небольшим городком Платеи в Беотии. 
 В битве при Платеях персидская армия
 потерпела сокрушительное поражение.  Под
 руководством спартанца Павсания
 союзным греческим войском было
 уничтожено практически всё войско
 противника.",2
" Битва при Платеях привела к
 полному разгрому вторгнувшихся на
 территорию Эллады сухопутных сил
 империи Ахеменидов под руководством
 Ксеркса.  Потери греков были сравнительно
 небольшими, согласно различным
 античным источникам, они оцениваются от
 нескольких сотен до десяти тысяч воинов. 
 Основным дошедшим до сегодняшнего времени источником,
 описывающим битву при Платеях, является IX книга
 «Истории» Геродота.  Подход «отца истории» к написанию
 своего труда: «мой долг передавать всё, что рассказывают,
 но, конечно, верить всему я не обязан.  И этому правилу я буду
 следовать во всём моём историческом труде» вызывает
 определённую критику.",2
" Достоверность сведений в его
 «Истории» различна.  Отдельные рассказы можно отнести к
 новеллам и легендам.  Также Геродоту не была чужда
 политическая тенденциозность.  Проживая в Афинах, он
 очень высоко оценивает их вклад в окончательную победу
 над персами.",2
" О Спарте он пишет сдержанно, не отрицая при
 этом её заслуги в войне.  Особенно отрицательно относится
 он к предавшим общеэллинское дело Фивам. 
 Ктесий в определённой мере дополняет и в то же время
 противопоставляет себя Геродоту.  Будучи потомственным
 врачом, он попал в плен к персам и в конечном итоге стал придворным у Артаксеркса II.  Являясь
 лечащим врачом персидского царя, Ктесий якобы получил доступ к архивным материалам.",2
" По
 возвращении на родину он написал «Персидскую историю». 
 Ктесия критикуют как античные, так и современные исследователи.  Недостоверность и
 баснословность приводимых им данных отмечали Аристотель, Феопомп, Страбон, Лукиан и
 Плутарх.  Современные историки ставят под сомнение сам факт использования Ктесием
 официальных персидских летописей.  Полемизируя с историками-предшественниками, он
 многое переписывал у них, изменяя лишь детали.",2
" Ктесий обвиняет Геродота во лжи и
 сочинительстве.  При этом современные историки отмечают наличие в его «Персидской истории»
 выдуманных персонажей.",2
" Также Ктесий совершает грубые ошибки датировке
 происходивших событий (битва при Платеях у него предшествует битве при Саламине), оценке
 численности войск (в битве при Платеях 300 спартанцев, 100 периэков и 6 тысяч других
 греков). 
 О битве при Платеях пишет и Диодор Сицилийский.  По поводу «Исторической библиотеки»
 Диодора и введения к ней высказываются самые противоположные мнения.  Один из наиболее
 выдающихсяисториков эллинизма XX века Уильям Тарн характеризует его так: «Он не был
 компетентным историком, но об этом, конечно, не знал; сам он был довольно глуп, но честен в
 серьёзном».",2
